statement_id,poll_id,poll_title,poll_url,panel_type,publication_date,topic_or_category,question_label,statement_text,poll_context,n_respondents,n_answered_excluding_no_opinion,n_strongly_agree,n_agree,n_uncertain,n_disagree,n_strongly_disagree,n_no_opinion,n_missing_or_did_not_answer,share_agree,share_disagree,share_uncertain,net_agreement,majority_position,consensus_level,polarization_score,source_csv_url,extraction_method,extraction_notes,issue_categories,category_source,category_confidence,weighted_share_strongly_agree,weighted_share_agree_only,weighted_share_uncertain,weighted_share_disagree_only,weighted_share_strongly_disagree,weighted_share_agree,weighted_share_disagree,weighted_net_agreement,weighted_polarization_score,consensus_direction,consensus_score,consensus_bucket,confidence_weighted_direction,confidence_weighted_score,confidence_weighted_bucket,confidence_weighted_shift,consensus_percentile,share_agree_percentile,confidence_weighted_consensus_percentile,confidence_weighted_share_agree_percentile
us-charitable-deductions__question-a,us__charitable-deductions,Charitable Deductions,https://kentclarkcenter.org/surveys/charitable-deductions/,US,2013-05-07,Social Policy & Society; Taxes & Public Spending,Question A,Reducing the income-tax deductibility of charitable gifts is a less distortionary way to raise new revenue than raising the same amount of revenue through a proportional increase in all marginal tax rates.,,38,34,4,19,7,4,0,0,4,0.676471,0.117647,0.205882,0.558824,Agree,Moderate consensus agree,0.117647,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-05-07-US-EEP-Charitable-Deductions.csv,mixed,,Political economy; Taxation; Fiscal policy; Public finance,source,0.90,0.160000,0.540000,0.200000,0.100000,0.000000,0.700000,0.100000,0.600000,0.100000,Agree,0.470589,Moderate consensus,Agree,0.500000,Moderate consensus,no,55.90,59.79,51.69,57.22
us-infrastructure__question-a,us__infrastructure,Infrastructure,https://kentclarkcenter.org/surveys/infrastructure/,US,2013-05-23,"Investment, Infrastructure, & Cities; Transport",Question A,"Because the US has underspent on new projects, maintenance, or both, the federal government has an opportunity to increase average incomes by spending more on roads, railways, bridges and airports.",,38,32,7,21,3,1,0,1,5,0.875000,0.031250,0.093750,0.843750,Agree,Strong consensus agree,0.031250,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-05-23-US-EEP-Infrastructure.csv,mixed,,Housing/urban policy; Growth/productivity; Fiscal policy; Political economy,mixed,0.80,0.310000,0.580000,0.070000,0.050000,0.000000,0.890000,0.050000,0.840000,0.050000,Agree,0.781250,Strong consensus,Agree,0.820000,Strong consensus,no,80.47,81.55,78.65,79.28
us-infrastructure__question-b,us__infrastructure,Infrastructure,https://kentclarkcenter.org/surveys/infrastructure/,US,2013-05-23,"Investment, Infrastructure, & Cities; Transport",Question B,"Past experience of public spending and political economy suggests that if the government spent more on roads, railways, bridges and airports, many of the projects would have low or negative returns.",,38,32,2,13,9,7,1,1,5,0.468750,0.250000,0.281250,0.218750,No clear majority,Split / disagreement,0.250000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-05-23-US-EEP-Infrastructure.csv,mixed,,Housing/urban policy; Growth/productivity; Fiscal policy; Political economy,mixed,0.80,0.100000,0.420000,0.190000,0.240000,0.050000,0.520000,0.290000,0.230000,0.290000,Agree,0.187500,Weak consensus,Agree,0.230000,Weak consensus,no,27.88,39.54,29.32,40.73
us-fiscal-policy-and-savings__question-a,us__fiscal-policy-and-savings,Fiscal Policy and Savings,https://kentclarkcenter.org/surveys/fiscal-policy-and-savings/,US,2013-07-08,"Economic Growth, Development, & Productivity; Taxes & Public Spending",Question A,Sustained tax and spending policies that boost consumption in ways that reduce the saving rate are likely to lower long-run living standards.,,38,31,4,20,7,0,0,3,4,0.774194,0.000000,0.225806,0.774194,Agree,Moderate consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-07-08-US-EEP-Fiscal-Policy-and-Savings.csv,mixed,,Growth/productivity; Taxation; Fiscal policy; Public finance,source,0.90,0.180000,0.610000,0.210000,0.000000,0.000000,0.790000,0.000000,0.790000,0.000000,Agree,0.548388,Moderate consensus,Agree,0.580000,Moderate consensus,no,61.97,69.66,58.16,66.44
us-savings-behavior__question-a,us__savings-behavior,Savings Behavior,https://kentclarkcenter.org/surveys/savings-behavior/,US,2013-07-24,"Jobs, Pay, & Unemployment; Social Policy & Society",Question A,An effective way to increase savings rates of employees whose firms have defined contribution plans is to combine automatic enrollment in those plans and periodic automatic increases in their contributions (with the ability to opt out of either).,,38,36,14,21,1,0,0,0,2,0.972222,0.000000,0.027778,0.972222,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-07-24-US-EEP-Savings-Behavior.csv,mixed,,Labor markets; Political economy,source,0.90,0.470000,0.520000,0.020000,0.000000,0.000000,0.990000,0.000000,0.990000,0.000000,Agree,0.944444,Strong consensus,Agree,0.970000,Strong consensus,no,92.90,93.70,94.25,95.72
us-student-credit-risk__question-a,us__student-credit-risk,Student Credit Risk,https://kentclarkcenter.org/surveys/student-credit-risk/,US,2013-08-08,"Education & Skills; Monetary Policy, Interest Rates, & Inflation",Question A,Conventional economic reasoning suggests that it would be a good policy to enact the recent Senate bill that would let undergraduate students borrow through the government Stafford program at interest rates equivalent to the primary credit rates offered to banks through the Federal Reserve's discount window.,,38,27,2,10,10,3,2,5,6,0.444444,0.185185,0.370370,0.259259,No clear majority,Split / disagreement,0.185185,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-08-08-US-EEP-Student-Credit-Risk.csv,mixed,,Education; Labor markets; Monetary policy; Banking,mixed,0.80,0.110000,0.470000,0.240000,0.090000,0.090000,0.580000,0.180000,0.400000,0.180000,Agree,0.074074,No clear consensus,Agree,0.340000,Weak consensus,no,11.53,36.37,39.04,46.48
us-capital-outflows__question-a,us__capital-outflows,Capital Outflows,https://kentclarkcenter.org/surveys/capital-outflows/,US,2013-09-26,"Economic Growth, Development, & Productivity; International Trade & Exchange Rates",Question A,"Experience over the past 30 years shows that for the typical emerging market nation facing rapid capital outflows, spending foreign currency reserves to defend its currency is a better policy for its citizens than not doing so.",,37,25,1,1,11,10,2,8,4,0.080000,0.480000,0.440000,-0.400000,No clear majority,Split / disagreement,0.080000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-09-26-US-EEP-Capital-Outflows.csv,mixed,,Growth/productivity; Trade; International economics; Fiscal policy,mixed,0.80,0.050000,0.040000,0.400000,0.350000,0.150000,0.090000,0.500000,-0.410000,0.090000,Disagree,0.040000,No clear consensus,Disagree,0.100000,No clear consensus,no,6.34,8.04,13.95,8.73
us-us-fiscal-risks__question-a,us__us-fiscal-risks,US Fiscal Risks,https://kentclarkcenter.org/surveys/us-fiscal-risks/,US,2013-10-08,"Economic Growth, Development, & Productivity; Public Debt & Deficits",Question A,"If the United States fails to make scheduled interest or principal payments on government debt securities, even as an unintended consequence of political brinksmanship, US families and businesses are likely to suffer severe economic harm.",,36,30,12,15,2,1,0,1,5,0.900000,0.033333,0.066667,0.866667,Agree,Strong consensus agree,0.033333,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-10-08-US-EEP-US-Fiscal-Risks.csv,mixed,,Growth/productivity; Fiscal policy; Public finance; Financial regulation; Political economy,mixed,0.80,0.520000,0.390000,0.070000,0.030000,0.000000,0.910000,0.030000,0.880000,0.030000,Agree,0.833333,Strong consensus,Agree,0.840000,Strong consensus,no,84.90,85.48,80.79,82.53
us-us-fiscal-risks__question-b,us__us-fiscal-risks,US Fiscal Risks,https://kentclarkcenter.org/surveys/us-fiscal-risks/,US,2013-10-08,"Economic Growth, Development, & Productivity; Public Debt & Deficits",Question B,"With or without a default, current uncertainty over future taxing and spending policies of the US government is likely to depress private investment and hiring by enough to reduce GDP growth by at least a quarter of a percentage point over the next 12 months.",,36,27,0,11,14,2,0,4,5,0.407407,0.074074,0.518519,0.333333,Uncertain,Split / disagreement,0.074074,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-10-08-US-EEP-US-Fiscal-Risks.csv,mixed,,Growth/productivity; Fiscal policy; Public finance; Financial regulation; Political economy,mixed,0.80,0.000000,0.480000,0.460000,0.060000,0.000000,0.480000,0.060000,0.420000,0.060000,Uncertain,0.111112,No clear consensus,Agree,0.020000,No clear consensus,yes,17.65,33.29,3.30,36.72
us-fed-policy__question-a,us__fed-policy,Fed Policy,https://kentclarkcenter.org/surveys/fed-policy/,US,2013-11-06,"Democracy, Government, & Public Policy; Monetary Policy, Interest Rates, & Inflation",Question A,Enactment of the Senate bill to subject the Federal Reserve's monetary policy and discount window decisions to an audit by the Comptroller General of the U.S. would improve the Fed's legitimacy without hurting its decision making.,,36,30,0,0,6,11,13,2,4,0.000000,0.800000,0.200000,-0.800000,Disagree,Strong consensus disagree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-11-06-US-EEP-Fed-Policy.csv,mixed,,Political economy; Public finance; Monetary policy; Financial regulation; Growth/productivity,mixed,0.80,0.000000,0.000000,0.190000,0.330000,0.480000,0.000000,0.810000,-0.810000,0.000000,Disagree,0.600000,Strong consensus,Disagree,0.620000,Strong consensus,no,66.53,1.39,61.19,1.34
us-fed-policy__question-b,us__fed-policy,Fed Policy,https://kentclarkcenter.org/surveys/fed-policy/,US,2013-11-06,"Democracy, Government, & Public Policy; Monetary Policy, Interest Rates, & Inflation",Question B,The Fed should not reduce its purchases of mortgage-backed securities and treasurys until there is clearer evidence of strong and sustained employment growth.,,36,31,2,18,7,4,0,1,4,0.645161,0.129032,0.225806,0.516129,Agree,Split / disagreement,0.129032,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-11-06-US-EEP-Fed-Policy.csv,mixed,,Political economy; Public finance; Monetary policy; Financial regulation; Growth/productivity,mixed,0.80,0.110000,0.600000,0.180000,0.110000,0.000000,0.710000,0.110000,0.600000,0.110000,Agree,0.419355,Moderate consensus,Agree,0.530000,Moderate consensus,no,52.23,56.52,54.41,58.47
us-diversification__question-a,us__diversification,Diversification,https://kentclarkcenter.org/surveys/diversification/,US,2013-11-20,"Economists, Economic Theory, & Economic Organizations; Financial Markets & Banking",Question A,"In general, absent any inside information, an equity investor can expect to do better by choosing a well-diversified, low-cost index fund than by picking a few stocks.",,46,43,27,14,1,1,0,0,3,0.953488,0.023256,0.023256,0.930233,Agree,Strong consensus agree,0.023256,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-11-20-US-EEP-Diversification.csv,mixed,,Banking; Financial regulation,source,0.90,0.690000,0.260000,0.030000,0.020000,0.000000,0.950000,0.020000,0.930000,0.020000,Agree,0.930232,Strong consensus,Agree,0.920000,Strong consensus,no,91.91,92.54,89.08,88.55
us-low-skilled-immigrants__question-a,us__low-skilled-immigrants,Low-Skilled Immigrants,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,US,2013-12-10,Migration; Social Policy & Society,Question A,The average US citizen would be better off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.,,46,41,1,23,13,4,0,0,5,0.585366,0.097561,0.317073,0.487805,Agree,Split / disagreement,0.097561,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-12-10-US-EEP-Low-skilled-Immigrants.csv,mixed,,Immigration; Political economy,source,0.90,0.020000,0.610000,0.280000,0.100000,0.000000,0.630000,0.100000,0.530000,0.100000,Agree,0.268293,Weak consensus,Agree,0.350000,Moderate consensus,no,37.85,50.98,39.97,50.58
us-low-skilled-immigrants__question-b,us__low-skilled-immigrants,Low-Skilled Immigrants,https://kentclarkcenter.org/surveys/low-skilled-immigrants/,US,2013-12-10,Migration; Social Policy & Society,Question B,"Unless they were compensated by others, many low-skilled American workers would be substantially worse off if a larger number of low-skilled foreign workers were legally allowed to enter the US each year.",,46,41,2,21,14,3,1,0,5,0.560976,0.097561,0.341463,0.463415,Agree,Split / disagreement,0.097561,https://kentclarkcenter.org/wp-content/uploads/2020/12/2013-12-10-US-EEP-Low-skilled-Immigrants.csv,mixed,,Immigration; Political economy,source,0.90,0.060000,0.540000,0.290000,0.080000,0.030000,0.600000,0.110000,0.490000,0.110000,Agree,0.219513,Weak consensus,Agree,0.310000,Weak consensus,no,32.57,48.61,36.27,48.04
us-surge-pricing__question-a,us__surge-pricing,Surge Pricing,https://kentclarkcenter.org/surveys/surge-pricing/,US,2014-01-13,"Regulation, Competition, & Market Power; Transport",Question A,"Using surge pricing to allocate transportation services — such as Uber does with its cars — raises consumer welfare through various potential channels, such as increasing the supply of those services, allocating them to people who desire them the most, and reducing search and queuing costs.",,46,43,18,19,4,0,2,1,2,0.860465,0.046512,0.093023,0.813953,Agree,Strong consensus agree,0.046512,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-01-13-US-EEP-Surge-Pricing.csv,mixed,,Antitrust/competition,source,0.90,0.470000,0.380000,0.080000,0.000000,0.060000,0.850000,0.060000,0.790000,0.060000,Agree,0.767442,Strong consensus,Agree,0.770000,Strong consensus,no,79.76,80.16,74.11,72.86
us-chairman-bernanke__question-a,us__chairman-bernanke,Chairman Bernanke,https://kentclarkcenter.org/surveys/chairman-bernanke/,US,2014-01-28,"Business Cycles, Recessions, & Crises; Monetary Policy, Interest Rates, & Inflation",Question A,Informed postmortems of Ben Bernanke’s Fed chairmanship will judge favorably the Fed's creative and aggressive policy initiatives from autumn 2008 through early 2009.,,46,41,19,17,5,0,0,1,4,0.878049,0.000000,0.121951,0.878049,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-01-28-US-EEP-Chairman-Bernanke.csv,mixed,,Monetary policy,source,0.90,0.560000,0.340000,0.090000,0.000000,0.000000,0.900000,0.000000,0.900000,0.000000,Agree,0.756098,Strong consensus,Agree,0.810000,Strong consensus,no,78.64,81.99,77.90,80.84
us-robots__question-a,us__robots,Robots,https://kentclarkcenter.org/surveys/robots/,US,2014-02-25,"Economic Growth, Development, & Productivity; Jobs, Pay, & Unemployment",Question A,Advancing automation has not historically reduced employment in the United States.,,45,38,8,26,3,1,0,4,3,0.894737,0.026316,0.078947,0.868421,Agree,Strong consensus agree,0.026316,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-02-25-US-EEP-Robots.csv,mixed,,Growth/productivity; Labor markets,source,0.90,0.250000,0.630000,0.080000,0.040000,0.000000,0.880000,0.040000,0.840000,0.040000,Agree,0.815790,Strong consensus,Agree,0.800000,Strong consensus,no,83.47,84.14,77.14,77.41
us-robots__question-b,us__robots,Robots,https://kentclarkcenter.org/surveys/robots/,US,2014-02-25,"Economic Growth, Development, & Productivity; Jobs, Pay, & Unemployment",Question B,"Information technology and automation are a central reason why median wages have been stagnant in the US over the past decade, despite rising productivity.",,45,37,0,15,13,8,1,5,3,0.405405,0.243243,0.351351,0.162162,No clear majority,Split / disagreement,0.243243,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-02-25-US-EEP-Robots.csv,mixed,,Growth/productivity; Labor markets,source,0.90,0.000000,0.430000,0.300000,0.240000,0.040000,0.430000,0.280000,0.150000,0.280000,Agree,0.054054,No clear consensus,Agree,0.130000,No clear consensus,no,7.73,32.93,17.56,32.31
us-college-athletes__question-a,us__college-athletes,College Athletes,https://kentclarkcenter.org/surveys/college-athletes/,US,2014-04-07,"Education & Skills; Jobs, Pay, & Unemployment",Question A,"If the NCAA let colleges pay athletes with more than scholarships (which currently may cover tuition, books, room and board), then top colleges in men’s basketball and football would pay most athletes substantial sums beyond full scholarships.",,45,43,17,21,4,1,0,0,2,0.883721,0.023256,0.093023,0.860465,Agree,Strong consensus agree,0.023256,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-04-07-US-EEP-College-Athletes.csv,mixed,,Education; Labor markets,source,0.90,0.440000,0.460000,0.080000,0.020000,0.000000,0.900000,0.020000,0.880000,0.020000,Agree,0.790698,Strong consensus,Agree,0.820000,Strong consensus,no,81.37,82.71,78.65,80.84
us-european-debt-2__question-a,us__european-debt-2,European Debt,https://kentclarkcenter.org/surveys/european-debt-2/,US,2014-04-22,"Business Cycles, Recessions, & Crises; Public Debt & Deficits",Question A,The recent oversubscribed debt issues of Greece and Portugal suggest that sovereign default by any euro area country is unlikely in the foreseeable future.,,45,39,1,21,8,8,1,4,2,0.564103,0.230769,0.205128,0.333333,Agree,Split / disagreement,0.230769,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-04-22-US-EEP-European-Debt.csv,mixed,,Fiscal policy; Public finance; International economics,mixed,0.80,0.030000,0.540000,0.150000,0.250000,0.030000,0.570000,0.280000,0.290000,0.280000,Agree,0.333334,Weak consensus,Agree,0.290000,Weak consensus,no,44.46,49.02,34.45,45.72
us-coronavirus-relief__question-a,us__coronavirus-relief,Coronavirus Relief,https://kentclarkcenter.org/surveys/coronavirus-relief/,US,2021-02-08,"Democracy, Government, & Public Policy; Social Policy & Society; Taxes & Public Spending",Question A,"Until mass vaccination is achieved, any additional government spending going directly to households should focus on keeping low-income individuals and families safe and healthy rather than on boosting current economic activity.","With Congress working on a $1.9 trillion Covid-19 relief package, potentially including an additional $1,400 in direct payments to individuals, we invited our US panel to express their views on the proposals. We asked the experts whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",43,42,6,26,7,3,0,0,1,0.761905,0.071429,0.166667,0.690476,Agree,Moderate consensus agree,0.071429,https://kentclarkcenter.org/wp-content/uploads/2021/02/2021-02-08-US-EEP-Coronavirus-Relief.csv,mixed,,Political economy; Public finance; Taxation; Fiscal policy; COVID/pandemic policy,mixed,0.80,0.180000,0.640000,0.120000,0.060000,0.000000,0.820000,0.060000,0.760000,0.060000,Agree,0.595238,Moderate consensus,Agree,0.700000,Strong consensus,no,66.13,68.01,67.20,68.98
us-coronavirus-relief__question-b,us__coronavirus-relief,Coronavirus Relief,https://kentclarkcenter.org/surveys/coronavirus-relief/,US,2021-02-08,"Democracy, Government, & Public Policy; Social Policy & Society; Taxes & Public Spending",Question B,"If the goal is to boost current economic activity, targeting checks at households making less than $75,000 per year would be more cost-effective than providing checks to higher income households as well.","With Congress working on a $1.9 trillion Covid-19 relief package, potentially including an additional $1,400 in direct payments to individuals, we invited our US panel to express their views on the proposals. We asked the experts whether they agree or disagree with the following statements, and, if so, how strongly and with what degree of confidence: Read More...",43,42,15,25,2,0,0,0,1,0.952381,0.000000,0.047619,0.952381,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2021/02/2021-02-08-US-EEP-Coronavirus-Relief.csv,mixed,,Political economy; Public finance; Taxation; Fiscal policy; COVID/pandemic policy,mixed,0.80,0.370000,0.570000,0.060000,0.000000,0.000000,0.940000,0.000000,0.940000,0.000000,Agree,0.904762,Strong consensus,Agree,0.880000,Strong consensus,no,90.75,92.45,84.71,86.99
us-patents__question-a,us__patents,Patents,https://kentclarkcenter.org/surveys/patents/,US,2014-06-24,"Business, Management, & Corporate Performance; Science, Technology, & Innovation",Question A,"All else equal, Patent Assertion Entities — which specialize in acquiring and asserting patents and are popularly known as “patent trolls"" — promote innovation in the U.S.",,44,33,0,1,11,16,5,5,6,0.030303,0.636364,0.333333,-0.606061,Disagree,Split / disagreement,0.030303,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-06-24-US-EEP-Patents.csv,mixed,,Growth/productivity; Industrial policy,source,0.90,0.000000,0.040000,0.280000,0.430000,0.250000,0.040000,0.680000,-0.640000,0.040000,Disagree,0.303031,Weak consensus,Disagree,0.400000,Moderate consensus,no,41.06,4.33,44.07,5.12
us-patents__question-b,us__patents,Patents,https://kentclarkcenter.org/surveys/patents/,US,2014-06-24,"Business, Management, & Corporate Performance; Science, Technology, & Innovation",Question B,"Within the software industry, the US patent system makes consumers better off than they would be in the absence of patents.",,44,35,2,9,13,7,4,2,7,0.314286,0.314286,0.371429,0.000000,No clear majority,Split / disagreement,0.314286,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-06-24-US-EEP-Patents.csv,mixed,,Growth/productivity; Industrial policy,source,0.90,0.080000,0.260000,0.350000,0.170000,0.140000,0.340000,0.310000,0.030000,0.310000,Uncertain,0.057143,No clear consensus,Uncertain,0.010000,No clear consensus,no,8.80,26.14,1.74,25.89
us-congress-and-monetary-policy__question-a,us__congress-and-monetary-policy,Congress and Monetary Policy,https://kentclarkcenter.org/surveys/congress-and-monetary-policy/,US,2014-07-14,"Democracy, Government, & Public Policy; Monetary Policy, Interest Rates, & Inflation",Question A,"Legislation introduced in Congress would require the Federal Reserve to ""submit to the appropriate congressional committees…a Directive Policy Rule"", which shall ""describe the strategy or rule of the Federal Open Market Committee for the systematic quantitative adjustment of the Policy Instrument Target to respond to a change in the Intermediate Policy Inputs."" Should the Fed deviate from the rule, the Fed Chair would have to ""testify before the appropriate congressional committees as to why the [rule]…is not in compliance."" Enacting this provision would improve monetary policy outcomes in the U.S.",,44,38,0,0,5,23,10,1,5,0.000000,0.868421,0.131579,-0.868421,Disagree,Strong consensus disagree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-07-14-US-EEP-Congress-and-Monetary-Policy.csv,mixed,,Political economy; Public finance; Monetary policy,source,0.90,0.000000,0.000000,0.100000,0.570000,0.330000,0.000000,0.900000,-0.900000,0.000000,Disagree,0.736842,Strong consensus,Disagree,0.800000,Strong consensus,no,77.17,1.39,77.14,1.34
us-fracking-revisited__question-a,us__fracking-revisited,Fracking (revisited),https://kentclarkcenter.org/surveys/fracking-revisited/,US,2014-08-12,"Environment, Climate Change, & Natural Resources; International Trade & Exchange Rates",Question A,"New technology for fracking natural gas, by lowering energy costs in the United States, will make US industrial firms more cost competitive and thus significantly stimulate the growth of US merchandise exports. (The experts panel previously voted on this question on May 23, 2012. Those earlier results can be found here .)",,44,37,3,17,9,6,2,1,6,0.540541,0.216216,0.243243,0.324324,Agree,Split / disagreement,0.216216,https://kentclarkcenter.org/wp-content/uploads/2020/12/2014-08-12-US-EEP-Fracking-revisited.csv,mixed,,Climate/environment; Energy; Trade; International economics; Growth/productivity,mixed,0.80,0.130000,0.460000,0.150000,0.190000,0.080000,0.590000,0.270000,0.320000,0.270000,Agree,0.297298,Weak consensus,Agree,0.320000,Weak consensus,no,40.35,46.96,37.34,47.15
us-cubas-economy__question-a,us__cubas-economy,Cuba’s Economy,https://kentclarkcenter.org/surveys/cubas-economy/,US,2012-05-15,"Democracy, Government, & Public Policy; International Trade & Exchange Rates",Question A,Cuba’s low per-capita income growth — 1.2 percent per year since 1960 —has more to do with Cuba’s own economic policies than with the U.S. embargo on trade and tourism.,,40,33,12,19,2,0,0,2,5,0.939394,0.000000,0.060606,0.939394,Agree,Strong consensus agree,0.000000,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-05-15-US-EEP-Cubas-Economy.csv,mixed,,Political economy; Public finance; Trade; International economics; Growth/productivity,mixed,0.80,0.490000,0.490000,0.010000,0.000000,0.000000,0.980000,0.000000,0.980000,0.000000,Agree,0.878788,Strong consensus,Agree,0.970000,Strong consensus,no,87.98,89.50,94.25,93.85
us-cable-satellite-tv-fees__question-a,us__cable-satellite-tv-fees,Cable-Satellite TV Fees,https://kentclarkcenter.org/surveys/cable-satellite-tv-fees/,US,2012-07-24,"Regulation, Competition, & Market Power; Social Policy & Society",Question A,"Consumers would not necessarily be better off if cable and satellite TV firms were required to offer a la carte pricing for individual channels, because the networks' programming charges and the satellite-and-cable fees could adjust in response to this rule.",,40,26,1,19,4,2,0,7,7,0.769231,0.076923,0.153846,0.692308,Agree,Moderate consensus agree,0.076923,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-07-24-US-EEP-Cable-satellite-TV-Fees.csv,mixed,,Antitrust/competition; Political economy,source,0.90,0.080000,0.780000,0.040000,0.100000,0.000000,0.860000,0.100000,0.760000,0.100000,Agree,0.615385,Strong consensus,Agree,0.760000,Strong consensus,no,67.69,69.30,72.82,74.29
us-obesity-and-soft-drinks__question-a,us__obesity-and-soft-drinks,Obesity and Soft Drinks,https://kentclarkcenter.org/surveys/obesity-and-soft-drinks/,US,2012-08-07,Healthcare & Wellbeing; Social Policy & Society,Question A,Taxes or bans on large bottles of soft drinks containing sugar are not likely to have a significant effect on obesity rates because people will substitute towards consuming excessive calories in other ways.,,39,29,0,12,8,9,0,2,8,0.413793,0.310345,0.275862,0.103448,No clear majority,Split / disagreement,0.310345,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-08-07-US-EEP-Obesity-and-Soft-Drinks.csv,mixed,,Healthcare; Political economy,source,0.90,0.000000,0.450000,0.210000,0.340000,0.000000,0.450000,0.340000,0.110000,0.340000,Agree,0.103448,No clear consensus,Agree,0.110000,No clear consensus,no,15.37,33.60,15.37,34.31
us-big-banks__question-a,us__big-banks,Big Banks,https://kentclarkcenter.org/surveys/big-banks/,US,2012-11-06,"Democracy, Government, & Public Policy; Financial Markets & Banking",Question A,"The U.S government should make further efforts to shrink the size of the country's largest banks — such as by capping the size of their liabilities or penalizing large banks more heavily through taxes or other means — because the existing regulations do not require the biggest banks to internalize enough of the ""too-big-to-fail"" risks that they pose.",,39,31,5,16,6,4,0,4,4,0.677419,0.129032,0.193548,0.548387,Agree,Moderate consensus agree,0.129032,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-11-06-US-EEP-Big-Banks.csv,mixed,,Political economy; Public finance; Banking; Financial regulation,source,0.90,0.230000,0.420000,0.190000,0.160000,0.000000,0.650000,0.160000,0.490000,0.160000,Agree,0.483871,Moderate consensus,Agree,0.460000,Moderate consensus,no,57.10,60.05,48.57,52.85
us-big-banks__question-b,us__big-banks,Big Banks,https://kentclarkcenter.org/surveys/big-banks/,US,2012-11-06,"Democracy, Government, & Public Policy; Financial Markets & Banking",Question B,The economic benefits to the U.S. of having a handful of banks with balance sheets greater than $1 trillion are small.,,39,31,4,19,6,2,0,4,4,0.741935,0.064516,0.193548,0.677419,Agree,Moderate consensus agree,0.064516,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-11-06-US-EEP-Big-Banks.csv,mixed,,Political economy; Public finance; Banking; Financial regulation,source,0.90,0.190000,0.610000,0.100000,0.100000,0.000000,0.800000,0.100000,0.700000,0.100000,Agree,0.548387,Moderate consensus,Agree,0.700000,Strong consensus,no,61.89,66.35,67.20,67.34
us-bailouts-banks-and-automakers__question-a,us__bailouts-banks-and-automakers,Bailouts: Banks and Automakers,https://kentclarkcenter.org/surveys/bailouts-banks-and-automakers/,US,2012-11-13,"Democracy, Government, & Public Policy; Financial Markets & Banking",Question A,Taking into account all of the economic consequences — including the incentives of banks to ensure their own liquidity and solvency in the future — the benefits of bailing out U.S. banks in 2008 will end up exceeding the costs.,,39,33,4,19,5,5,0,0,6,0.696970,0.151515,0.151515,0.545455,Agree,Moderate consensus agree,0.151515,https://kentclarkcenter.org/wp-content/uploads/2020/12/2012-11-13-US-EEP-Bailouts-Banks-and-Automakers.csv,mixed,,Political economy; Public finance; Banking; Financial regulation; Labor markets,mixed,0.80,0.170000,0.510000,0.190000,0.130000,0.000000,0.680000,0.130000,0.550000,0.130000,Agree,0.545455,Moderate consensus,Agree,0.490000,Moderate consensus,no,61.66,62.69,50.94,55.84
